work_year,job_title,skills,experience_level,salary_usd,company_location,remote_ratio,industry
2020,ML Engineer,"Java, Spring Boot, Microservices",Senior,88089,Canada,100,E-commerce
2023,Business Analyst,"Java, Spring Boot, Microservices",Mid,80185,Canada,100,Finance
2020,AI Engineer,"Java, Spring Boot, Microservices",Mid,140204,Australia,25,E-commerce
2024,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,80093,UK,25,Healthcare
2020,AI Engineer,"AWS, Azure, Cloud Computing",Mid,141114,Australia,25,Finance
2021,Cloud Engineer,"Python, NLP, PyTorch",Entry,101306,Canada,0,Healthcare
2024,Software Engineer,"AWS, Azure, Cloud Computing",Entry,139358,India,25,E-commerce
2020,Business Analyst,"Python, SQL, Machine Learning",Entry,121346,UK,100,Finance
2020,Software Engineer,"SQL, Excel, Power BI",Entry,128833,Canada,25,IT
2023,Business Analyst,"Python, NLP, PyTorch",Entry,109896,US,25,E-commerce
2020,Data Analyst,"SQL, Excel, Power BI",Senior,118938,Australia,0,Healthcare
2021,Software Engineer,"Java, Spring Boot, Microservices",Senior,61033,UK,100,E-commerce
2023,Data Analyst,"Python, SQL, Machine Learning",Mid,69132,Australia,100,Healthcare
2022,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,123603,US,0,Cloud Services
2023,Cloud Engineer,"Python, NLP, PyTorch",Mid,84438,Germany,0,Cloud Services
2024,Business Analyst,"Python, NLP, PyTorch",Senior,119869,Canada,0,E-commerce
2024,Data Scientist,"SQL, Excel, Power BI",Mid,149558,India,25,IT
2024,Software Engineer,"Statistics, R, Data Visualization",Mid,100547,Germany,25,IT
2024,AI Engineer,"AWS, Azure, Cloud Computing",Entry,81999,UK,50,Finance
2023,AI Engineer,"Python, NLP, PyTorch",Mid,139727,US,50,Finance
2020,Business Analyst,"Python, TensorFlow, Deep Learning",Mid,116858,Germany,25,Healthcare
2020,ML Engineer,"SQL, Excel, Power BI",Entry,107612,UK,50,Healthcare
2021,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,85092,US,25,IT
2023,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,81245,Australia,75,Cloud Services
2021,Data Scientist,"AWS, Azure, Cloud Computing",Entry,62533,Canada,50,Finance
2022,Software Engineer,"Java, Spring Boot, Microservices",Mid,103564,UK,25,E-commerce
2023,Data Scientist,"Java, Spring Boot, Microservices",Senior,98390,Germany,50,Healthcare
2022,ML Engineer,"Statistics, R, Data Visualization",Entry,135555,Canada,100,Finance
2023,Business Analyst,"Java, Spring Boot, Microservices",Mid,113932,UK,0,Finance
2024,Software Engineer,"Java, Spring Boot, Microservices",Mid,64331,Canada,75,Healthcare
2024,ML Engineer,"SQL, Excel, Power BI",Mid,97234,Canada,100,IT
2022,Business Analyst,"Java, Spring Boot, Microservices",Entry,109045,US,0,Cloud Services
2023,Data Scientist,"Statistics, R, Data Visualization",Entry,139760,Canada,75,IT
2024,Business Analyst,"Statistics, R, Data Visualization",Senior,132987,Germany,0,IT
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,148282,UK,0,Healthcare
2023,Business Analyst,"AWS, Azure, Cloud Computing",Entry,97465,US,50,E-commerce
2024,Cloud Engineer,"Statistics, R, Data Visualization",Mid,148708,Germany,50,Finance
2022,AI Engineer,"SQL, Excel, Power BI",Senior,70799,Germany,100,Finance
2022,AI Engineer,"Java, Spring Boot, Microservices",Entry,66205,US,50,E-commerce
2024,ML Engineer,"Java, Spring Boot, Microservices",Entry,134603,Germany,25,Cloud Services
2022,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,118225,Canada,0,E-commerce
2020,Cloud Engineer,"Python, SQL, Machine Learning",Entry,118888,Germany,100,E-commerce
2020,AI Engineer,"Java, Spring Boot, Microservices",Senior,98676,Canada,0,E-commerce
2024,AI Engineer,"SQL, Excel, Power BI",Entry,70923,Canada,25,Cloud Services
2022,ML Engineer,"SQL, Excel, Power BI",Entry,60879,Australia,100,IT
2021,Software Engineer,"Statistics, R, Data Visualization",Mid,69229,Germany,0,Cloud Services
2020,AI Engineer,"Python, NLP, PyTorch",Senior,128430,UK,0,E-commerce
2021,Cloud Engineer,"AWS, Azure, Cloud Computing",Senior,129940,US,75,IT
2022,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,66414,Canada,100,E-commerce
2022,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,84622,Australia,25,Healthcare
2022,Software Engineer,"AWS, Azure, Cloud Computing",Mid,144534,Germany,50,E-commerce
2024,Data Scientist,"Python, SQL, Machine Learning",Mid,94483,Canada,75,Healthcare
2022,Business Analyst,"Java, Spring Boot, Microservices",Entry,68073,UK,100,Healthcare
2020,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,146742,Canada,0,Finance
2022,Cloud Engineer,"Statistics, R, Data Visualization",Mid,116701,Germany,25,E-commerce
2021,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,143110,US,75,IT
2021,Software Engineer,"Python, NLP, PyTorch",Entry,104454,Germany,75,Healthcare
2020,Data Scientist,"Statistics, R, Data Visualization",Entry,93459,UK,75,Cloud Services
2023,Data Analyst,"Python, NLP, PyTorch",Mid,61534,UK,100,Cloud Services
2020,Data Analyst,"Java, Spring Boot, Microservices",Mid,107906,US,100,Finance
2023,ML Engineer,"Python, SQL, Machine Learning",Mid,143361,US,0,Finance
2024,Data Scientist,"AWS, Azure, Cloud Computing",Senior,67974,Canada,75,IT
2020,Cloud Engineer,"Python, SQL, Machine Learning",Senior,119359,India,75,E-commerce
2020,Business Analyst,"AWS, Azure, Cloud Computing",Entry,118627,Australia,0,Healthcare
2024,Business Analyst,"Java, Spring Boot, Microservices",Mid,100465,UK,25,Cloud Services
2022,Software Engineer,"Python, SQL, Machine Learning",Senior,66565,UK,50,E-commerce
2021,ML Engineer,"Python, TensorFlow, Deep Learning",Senior,114936,UK,25,IT
2022,AI Engineer,"Java, Spring Boot, Microservices",Senior,121828,Canada,75,Finance
2021,Data Analyst,"Java, Spring Boot, Microservices",Mid,141530,US,75,IT
2023,ML Engineer,"Python, NLP, PyTorch",Entry,102226,India,100,IT
2021,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,98082,Germany,75,Cloud Services
2020,Data Scientist,"SQL, Excel, Power BI",Senior,69147,India,0,IT
2023,AI Engineer,"Python, SQL, Machine Learning",Entry,107713,US,75,Cloud Services
2023,Data Scientist,"Statistics, R, Data Visualization",Senior,133385,Australia,75,Cloud Services
2022,Data Scientist,"SQL, Excel, Power BI",Mid,79479,US,75,Finance
2020,Cloud Engineer,"Python, SQL, Machine Learning",Mid,132887,Australia,0,Healthcare
2024,Software Engineer,"Python, SQL, Machine Learning",Senior,102882,India,100,IT
2020,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,105698,UK,25,Healthcare
2024,Data Scientist,"Statistics, R, Data Visualization",Entry,140052,Canada,100,Finance
2024,Data Analyst,"Python, SQL, Machine Learning",Mid,134836,Canada,100,Healthcare
2021,Data Scientist,"Python, SQL, Machine Learning",Mid,74483,UK,50,Cloud Services
2023,Business Analyst,"Python, NLP, PyTorch",Senior,102095,Australia,0,Cloud Services
2021,Data Scientist,"AWS, Azure, Cloud Computing",Mid,104746,US,50,E-commerce
2020,Data Scientist,"SQL, Excel, Power BI",Mid,72474,Canada,100,Healthcare
2021,Data Analyst,"SQL, Excel, Power BI",Mid,104793,UK,25,E-commerce
2023,AI Engineer,"SQL, Excel, Power BI",Entry,81997,UK,100,IT
2020,AI Engineer,"Python, NLP, PyTorch",Senior,115475,UK,75,Cloud Services
2022,Data Analyst,"SQL, Excel, Power BI",Senior,88845,India,25,Cloud Services
2023,Data Scientist,"Python, TensorFlow, Deep Learning",Entry,137245,Canada,100,IT
2021,Business Analyst,"Python, SQL, Machine Learning",Entry,117906,UK,100,IT
2023,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,126795,US,100,Healthcare
2023,Data Analyst,"Python, SQL, Machine Learning",Entry,146305,UK,100,Healthcare
2021,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,93438,UK,50,E-commerce
2023,Cloud Engineer,"SQL, Excel, Power BI",Entry,122358,Australia,25,Finance
2024,ML Engineer,"Statistics, R, Data Visualization",Mid,106154,India,50,Finance
2021,Business Analyst,"Java, Spring Boot, Microservices",Senior,108802,UK,75,IT
2024,Business Analyst,"SQL, Excel, Power BI",Mid,74681,Australia,25,IT
2023,AI Engineer,"Statistics, R, Data Visualization",Entry,87915,Germany,0,E-commerce
2023,Data Analyst,"AWS, Azure, Cloud Computing",Entry,62809,UK,100,Finance
2024,Business Analyst,"SQL, Excel, Power BI",Entry,66136,UK,100,Healthcare
2020,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,65748,India,75,Healthcare
2020,ML Engineer,"Python, NLP, PyTorch",Senior,98672,UK,100,Cloud Services
2022,Software Engineer,"Java, Spring Boot, Microservices",Mid,122738,Australia,50,E-commerce
2024,Data Scientist,"Statistics, R, Data Visualization",Senior,129830,Australia,50,Cloud Services
2020,ML Engineer,"Python, SQL, Machine Learning",Mid,81210,India,100,Finance
2021,AI Engineer,"Python, SQL, Machine Learning",Mid,98062,India,0,Cloud Services
2020,ML Engineer,"Python, SQL, Machine Learning",Entry,118077,UK,50,Cloud Services
2024,Software Engineer,"AWS, Azure, Cloud Computing",Senior,99458,India,25,E-commerce
2021,AI Engineer,"SQL, Excel, Power BI",Entry,86121,India,100,E-commerce
2024,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,98817,Australia,50,E-commerce
2023,Software Engineer,"Python, NLP, PyTorch",Entry,96138,Germany,0,Finance
2022,ML Engineer,"Python, TensorFlow, Deep Learning",Senior,115578,UK,75,E-commerce
2023,ML Engineer,"Python, NLP, PyTorch",Entry,138807,Canada,100,Cloud Services
2024,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,70624,UK,100,Healthcare
2022,Data Scientist,"Statistics, R, Data Visualization",Entry,111696,Australia,75,Healthcare
2022,Business Analyst,"Statistics, R, Data Visualization",Entry,86622,Canada,75,Healthcare
2022,Data Scientist,"Java, Spring Boot, Microservices",Entry,91599,US,25,E-commerce
2024,Data Analyst,"Java, Spring Boot, Microservices",Mid,73599,Germany,25,E-commerce
2020,Software Engineer,"Python, NLP, PyTorch",Mid,70997,India,75,E-commerce
2024,Cloud Engineer,"Python, SQL, Machine Learning",Senior,112701,Australia,75,Finance
2021,Business Analyst,"SQL, Excel, Power BI",Mid,68208,US,0,Healthcare
2020,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,130981,US,75,Cloud Services
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,100161,UK,100,E-commerce
2024,AI Engineer,"Python, NLP, PyTorch",Entry,60655,Canada,100,Finance
2024,Software Engineer,"Java, Spring Boot, Microservices",Senior,102311,India,25,E-commerce
2020,Business Analyst,"Python, TensorFlow, Deep Learning",Mid,101150,India,50,Healthcare
2021,Business Analyst,"Python, SQL, Machine Learning",Senior,91579,Canada,25,IT
2023,Cloud Engineer,"AWS, Azure, Cloud Computing",Senior,81959,UK,100,E-commerce
2024,Data Analyst,"AWS, Azure, Cloud Computing",Mid,137232,Australia,0,Finance
2021,AI Engineer,"Statistics, R, Data Visualization",Senior,147958,Canada,75,E-commerce
2021,Business Analyst,"AWS, Azure, Cloud Computing",Senior,68715,India,50,Cloud Services
2023,Data Analyst,"Statistics, R, Data Visualization",Senior,70760,India,100,Healthcare
2023,AI Engineer,"Java, Spring Boot, Microservices",Entry,89725,India,75,IT
2022,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,101671,Australia,75,E-commerce
2020,AI Engineer,"Python, SQL, Machine Learning",Senior,99130,US,25,IT
2020,Software Engineer,"SQL, Excel, Power BI",Senior,105954,US,100,E-commerce
2021,Software Engineer,"Java, Spring Boot, Microservices",Mid,75792,Germany,25,Healthcare
2021,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,83784,US,75,Healthcare
2021,Data Scientist,"Python, NLP, PyTorch",Senior,123727,Australia,100,E-commerce
2021,Cloud Engineer,"Python, NLP, PyTorch",Senior,90988,Germany,75,IT
2022,Business Analyst,"Python, TensorFlow, Deep Learning",Senior,93951,Germany,100,IT
2022,AI Engineer,"Python, NLP, PyTorch",Entry,87685,India,100,Cloud Services
2021,ML Engineer,"AWS, Azure, Cloud Computing",Mid,139060,US,50,Finance
2021,Data Scientist,"AWS, Azure, Cloud Computing",Mid,119358,US,50,E-commerce
2022,Data Scientist,"SQL, Excel, Power BI",Mid,69770,Australia,100,Cloud Services
2021,Data Scientist,"Python, SQL, Machine Learning",Entry,112317,UK,25,IT
2024,Data Analyst,"AWS, Azure, Cloud Computing",Mid,124012,Germany,75,IT
2023,Business Analyst,"AWS, Azure, Cloud Computing",Senior,72625,India,0,Cloud Services
2022,Cloud Engineer,"Statistics, R, Data Visualization",Mid,93442,Australia,100,Cloud Services
2022,AI Engineer,"Python, NLP, PyTorch",Senior,86575,Germany,25,Finance
2024,Cloud Engineer,"SQL, Excel, Power BI",Mid,124765,Canada,0,IT
2024,AI Engineer,"AWS, Azure, Cloud Computing",Mid,78031,Australia,25,E-commerce
2023,ML Engineer,"Python, TensorFlow, Deep Learning",Mid,97103,Australia,100,IT
2024,Data Analyst,"Statistics, R, Data Visualization",Mid,86346,Australia,50,Healthcare
2022,Cloud Engineer,"SQL, Excel, Power BI",Senior,127820,US,0,Cloud Services
2021,ML Engineer,"SQL, Excel, Power BI",Senior,73390,India,75,Finance
2023,AI Engineer,"Java, Spring Boot, Microservices",Senior,82497,UK,25,Healthcare
2020,ML Engineer,"Python, TensorFlow, Deep Learning",Mid,128049,Australia,0,Cloud Services
2024,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,61983,India,50,Cloud Services
2023,Business Analyst,"SQL, Excel, Power BI",Mid,114185,India,75,Finance
2024,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,149377,Australia,50,Cloud Services
2021,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,110613,Australia,25,Healthcare
2020,Business Analyst,"Python, SQL, Machine Learning",Entry,98907,Australia,75,E-commerce
2024,Data Scientist,"SQL, Excel, Power BI",Mid,146363,Australia,0,Cloud Services
2021,AI Engineer,"Statistics, R, Data Visualization",Entry,69215,Canada,25,E-commerce
2023,Cloud Engineer,"Statistics, R, Data Visualization",Mid,73837,Australia,0,Cloud Services
2022,AI Engineer,"AWS, Azure, Cloud Computing",Entry,84465,Germany,0,Finance
2022,Data Scientist,"Java, Spring Boot, Microservices",Senior,144807,US,25,Cloud Services
2022,Software Engineer,"SQL, Excel, Power BI",Senior,82614,US,25,E-commerce
2022,ML Engineer,"Python, SQL, Machine Learning",Senior,136242,UK,75,Cloud Services
2024,Cloud Engineer,"Python, NLP, PyTorch",Entry,83567,US,100,E-commerce
2021,AI Engineer,"AWS, Azure, Cloud Computing",Senior,108407,Germany,25,Healthcare
2021,Data Analyst,"Python, SQL, Machine Learning",Mid,135791,Canada,75,Finance
2020,Data Scientist,"Java, Spring Boot, Microservices",Entry,62996,UK,0,Finance
2020,Business Analyst,"Java, Spring Boot, Microservices",Mid,138215,Australia,25,Healthcare
2022,ML Engineer,"AWS, Azure, Cloud Computing",Entry,149655,Australia,25,Finance
2023,Business Analyst,"Statistics, R, Data Visualization",Mid,76950,Australia,0,IT
2024,Data Analyst,"Python, SQL, Machine Learning",Mid,122321,Canada,50,IT
2022,Business Analyst,"Python, SQL, Machine Learning",Mid,117494,UK,100,E-commerce
2023,Business Analyst,"SQL, Excel, Power BI",Senior,96549,Australia,25,Cloud Services
2020,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,110810,UK,25,E-commerce
2023,Cloud Engineer,"Python, NLP, PyTorch",Entry,132400,India,100,Cloud Services
2022,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,70562,Canada,75,Finance
2020,Data Analyst,"Java, Spring Boot, Microservices",Mid,66616,Germany,50,Cloud Services
2024,ML Engineer,"Python, SQL, Machine Learning",Mid,137777,Canada,100,IT
2024,AI Engineer,"Statistics, R, Data Visualization",Senior,135703,UK,50,Healthcare
2022,Software Engineer,"SQL, Excel, Power BI",Entry,64834,Australia,25,E-commerce
2020,Data Scientist,"SQL, Excel, Power BI",Entry,80246,Australia,75,E-commerce
2020,Data Scientist,"Java, Spring Boot, Microservices",Senior,85384,US,50,Healthcare
2024,Software Engineer,"Python, NLP, PyTorch",Entry,83939,Australia,100,Cloud Services
2022,Business Analyst,"AWS, Azure, Cloud Computing",Mid,72640,UK,100,Healthcare
2022,Software Engineer,"Statistics, R, Data Visualization",Senior,109977,Australia,50,Healthcare
2021,Cloud Engineer,"Python, SQL, Machine Learning",Senior,60334,India,75,Healthcare
2020,Business Analyst,"SQL, Excel, Power BI",Senior,143738,UK,0,IT
2022,Business Analyst,"SQL, Excel, Power BI",Entry,103222,Canada,75,IT
2020,Software Engineer,"Statistics, R, Data Visualization",Mid,119256,Australia,100,IT
2021,ML Engineer,"Python, SQL, Machine Learning",Entry,149293,Germany,75,E-commerce
2023,Data Analyst,"AWS, Azure, Cloud Computing",Mid,105629,India,100,IT
2022,AI Engineer,"AWS, Azure, Cloud Computing",Senior,105883,Canada,0,Cloud Services
2020,Data Scientist,"Java, Spring Boot, Microservices",Mid,66058,Canada,25,IT
2022,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,104836,UK,0,Finance
2022,Cloud Engineer,"Python, NLP, PyTorch",Senior,118365,Canada,75,E-commerce
2024,AI Engineer,"Java, Spring Boot, Microservices",Entry,146740,UK,100,IT
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,76252,India,25,Healthcare
2020,Cloud Engineer,"Python, NLP, PyTorch",Senior,136076,Germany,100,Cloud Services
2022,Cloud Engineer,"Python, SQL, Machine Learning",Entry,91655,US,100,Finance
2020,Cloud Engineer,"Python, NLP, PyTorch",Mid,65880,US,100,Finance
2020,Software Engineer,"AWS, Azure, Cloud Computing",Senior,133347,Australia,100,Cloud Services
2024,Data Scientist,"AWS, Azure, Cloud Computing",Senior,89671,India,0,Cloud Services
2024,Data Scientist,"Python, TensorFlow, Deep Learning",Entry,66056,US,100,Finance
2021,Data Analyst,"SQL, Excel, Power BI",Entry,130764,UK,0,IT
2022,Cloud Engineer,"SQL, Excel, Power BI",Entry,126539,UK,100,Finance
2020,Business Analyst,"Python, NLP, PyTorch",Mid,116163,India,100,E-commerce
2024,Data Analyst,"Java, Spring Boot, Microservices",Senior,149371,Australia,100,Cloud Services
2021,Data Scientist,"Python, SQL, Machine Learning",Entry,113751,US,50,Finance
2022,Cloud Engineer,"SQL, Excel, Power BI",Senior,96389,India,0,Healthcare
2023,Cloud Engineer,"Python, NLP, PyTorch",Senior,89169,Germany,75,IT
2024,ML Engineer,"Python, NLP, PyTorch",Mid,72786,UK,0,Healthcare
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,135326,Germany,50,Finance
2024,Business Analyst,"Statistics, R, Data Visualization",Mid,147660,Australia,50,Healthcare
2020,ML Engineer,"Python, NLP, PyTorch",Senior,92186,US,0,Cloud Services
2024,Data Scientist,"Java, Spring Boot, Microservices",Senior,87016,US,50,IT
2021,Cloud Engineer,"Python, SQL, Machine Learning",Senior,100943,UK,100,IT
2021,AI Engineer,"Python, SQL, Machine Learning",Senior,145209,India,0,Cloud Services
2021,ML Engineer,"Python, SQL, Machine Learning",Mid,85692,UK,75,Cloud Services
2022,Data Scientist,"Python, SQL, Machine Learning",Senior,109431,India,25,Healthcare
2022,Business Analyst,"Python, NLP, PyTorch",Senior,65855,Australia,0,Healthcare
2024,Data Analyst,"AWS, Azure, Cloud Computing",Entry,86196,UK,0,Cloud Services
2020,ML Engineer,"Statistics, R, Data Visualization",Senior,104178,India,50,IT
2024,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,140321,US,50,Finance
2023,AI Engineer,"Java, Spring Boot, Microservices",Senior,115413,Australia,25,IT
2020,Software Engineer,"Python, SQL, Machine Learning",Senior,104134,US,0,Cloud Services
2022,AI Engineer,"Statistics, R, Data Visualization",Mid,146429,US,50,Healthcare
2024,Software Engineer,"Python, NLP, PyTorch",Entry,61613,Australia,50,Healthcare
2020,Data Analyst,"Statistics, R, Data Visualization",Senior,115856,India,50,E-commerce
2021,Cloud Engineer,"Python, NLP, PyTorch",Entry,75236,India,25,Cloud Services
2024,Business Analyst,"Python, NLP, PyTorch",Senior,129767,Canada,0,E-commerce
2021,Software Engineer,"Python, NLP, PyTorch",Senior,141357,India,100,IT
2022,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,113035,Germany,25,E-commerce
2023,Software Engineer,"SQL, Excel, Power BI",Senior,138211,India,50,IT
2023,Business Analyst,"AWS, Azure, Cloud Computing",Entry,91141,Canada,50,Finance
2020,ML Engineer,"Python, TensorFlow, Deep Learning",Entry,76343,Germany,75,E-commerce
2023,Software Engineer,"Python, NLP, PyTorch",Mid,103528,UK,25,Cloud Services
2021,Cloud Engineer,"AWS, Azure, Cloud Computing",Entry,122244,India,25,Finance
2020,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,128138,UK,50,Healthcare
2020,Business Analyst,"Statistics, R, Data Visualization",Entry,85672,Canada,25,E-commerce
2024,AI Engineer,"SQL, Excel, Power BI",Senior,99913,UK,100,Healthcare
2023,Business Analyst,"Java, Spring Boot, Microservices",Senior,62731,UK,25,IT
2021,Software Engineer,"Python, TensorFlow, Deep Learning",Senior,106367,US,25,IT
2020,Software Engineer,"AWS, Azure, Cloud Computing",Entry,103123,Australia,100,Healthcare
2024,Software Engineer,"SQL, Excel, Power BI",Entry,78965,Australia,75,E-commerce
2023,Business Analyst,"SQL, Excel, Power BI",Mid,112589,Germany,0,Cloud Services
2024,Business Analyst,"Python, SQL, Machine Learning",Entry,95953,India,0,IT
2023,AI Engineer,"Java, Spring Boot, Microservices",Entry,64120,Australia,50,E-commerce
2022,ML Engineer,"Python, NLP, PyTorch",Senior,62252,Canada,0,Finance
2022,ML Engineer,"Python, NLP, PyTorch",Senior,88391,Australia,100,Cloud Services
2023,Data Scientist,"SQL, Excel, Power BI",Entry,147079,US,100,E-commerce
2020,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,82449,US,75,Finance
2020,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,120119,UK,75,Healthcare
2021,Data Scientist,"Java, Spring Boot, Microservices",Entry,128374,India,0,Finance
2023,Business Analyst,"AWS, Azure, Cloud Computing",Entry,87382,UK,75,Cloud Services
2020,Business Analyst,"AWS, Azure, Cloud Computing",Mid,62379,Canada,50,Cloud Services
2022,Data Analyst,"Python, NLP, PyTorch",Entry,81355,Canada,75,Healthcare
2024,Software Engineer,"Python, SQL, Machine Learning",Entry,74998,India,25,Cloud Services
2024,Business Analyst,"Python, TensorFlow, Deep Learning",Mid,140758,UK,75,E-commerce
2024,Software Engineer,"Python, SQL, Machine Learning",Entry,71347,Australia,75,Cloud Services
2021,Cloud Engineer,"Python, SQL, Machine Learning",Senior,133067,US,0,Cloud Services
2021,AI Engineer,"Python, NLP, PyTorch",Senior,101717,US,25,IT
2022,Cloud Engineer,"SQL, Excel, Power BI",Senior,109651,Canada,25,IT
2022,ML Engineer,"Statistics, R, Data Visualization",Senior,139762,Canada,0,E-commerce
2022,ML Engineer,"SQL, Excel, Power BI",Senior,114746,UK,75,Cloud Services
2023,Data Analyst,"Python, SQL, Machine Learning",Senior,89103,US,0,Healthcare
2024,Data Analyst,"Python, NLP, PyTorch",Entry,139553,UK,50,IT
2022,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,85341,US,100,Cloud Services
2023,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,87379,Australia,25,Cloud Services
2021,ML Engineer,"Python, NLP, PyTorch",Mid,84248,Germany,50,E-commerce
2024,Business Analyst,"SQL, Excel, Power BI",Entry,101026,US,25,Healthcare
2023,Software Engineer,"Statistics, R, Data Visualization",Senior,145846,India,75,E-commerce
2023,AI Engineer,"Python, NLP, PyTorch",Mid,96919,Canada,0,Healthcare
2023,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,135475,India,75,Finance
2022,Cloud Engineer,"Java, Spring Boot, Microservices",Entry,144281,Canada,50,Healthcare
2020,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,125870,Australia,100,Finance
2021,AI Engineer,"Python, SQL, Machine Learning",Mid,131291,India,25,Cloud Services
2023,Data Analyst,"Java, Spring Boot, Microservices",Mid,116542,Canada,25,IT
2023,ML Engineer,"SQL, Excel, Power BI",Mid,134133,UK,25,Cloud Services
2022,AI Engineer,"Python, NLP, PyTorch",Entry,135215,US,50,Finance
2022,Software Engineer,"Statistics, R, Data Visualization",Entry,145761,Canada,50,Healthcare
2022,ML Engineer,"Java, Spring Boot, Microservices",Senior,148229,Germany,50,IT
2022,ML Engineer,"Java, Spring Boot, Microservices",Entry,92803,India,100,Finance
2020,Data Scientist,"Java, Spring Boot, Microservices",Entry,97325,Australia,75,Cloud Services
2020,Data Scientist,"SQL, Excel, Power BI",Entry,88968,US,75,Cloud Services
2022,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,72836,Canada,25,Finance
2022,AI Engineer,"Java, Spring Boot, Microservices",Mid,145495,Australia,75,Finance
2023,AI Engineer,"Java, Spring Boot, Microservices",Senior,123934,India,50,Healthcare
2023,AI Engineer,"Statistics, R, Data Visualization",Senior,135508,India,100,IT
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,118564,US,25,Healthcare
2023,Business Analyst,"SQL, Excel, Power BI",Entry,125237,Australia,50,Healthcare
2024,Software Engineer,"Statistics, R, Data Visualization",Senior,111340,Canada,75,Finance
2024,Software Engineer,"Statistics, R, Data Visualization",Mid,132149,India,0,Finance
2023,Software Engineer,"Python, SQL, Machine Learning",Entry,120916,Germany,100,E-commerce
2023,AI Engineer,"Statistics, R, Data Visualization",Entry,104410,US,75,Cloud Services
2023,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,131215,UK,100,IT
2023,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,122216,Canada,100,Finance
2021,Data Analyst,"Python, SQL, Machine Learning",Entry,84403,UK,75,Cloud Services
2023,Data Scientist,"Java, Spring Boot, Microservices",Senior,118758,US,0,E-commerce
2023,Software Engineer,"SQL, Excel, Power BI",Mid,76574,Australia,25,Finance
2022,Business Analyst,"Python, NLP, PyTorch",Entry,87804,Canada,75,Finance
2021,Business Analyst,"Java, Spring Boot, Microservices",Mid,88291,India,50,Finance
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,109035,Canada,0,IT
2020,ML Engineer,"Statistics, R, Data Visualization",Mid,91459,Germany,25,Healthcare
2023,Data Analyst,"Statistics, R, Data Visualization",Entry,107026,Australia,75,E-commerce
2021,Data Scientist,"Python, SQL, Machine Learning",Senior,128965,Australia,25,IT
2024,ML Engineer,"SQL, Excel, Power BI",Entry,143506,Australia,75,E-commerce
2023,AI Engineer,"Python, SQL, Machine Learning",Senior,64315,UK,25,Healthcare
2020,Business Analyst,"Python, TensorFlow, Deep Learning",Entry,102865,Germany,25,Cloud Services
2021,Software Engineer,"SQL, Excel, Power BI",Mid,145133,US,25,Healthcare
2020,Data Scientist,"Python, TensorFlow, Deep Learning",Entry,73506,Australia,50,E-commerce
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,100069,India,25,E-commerce
2021,Data Analyst,"Python, NLP, PyTorch",Mid,109566,UK,100,Healthcare
2024,AI Engineer,"Python, NLP, PyTorch",Entry,93432,Canada,25,IT
2021,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,97041,UK,50,IT
2021,Business Analyst,"SQL, Excel, Power BI",Mid,135133,UK,100,IT
